uuid,identifier,createdBy,createdAtGMT,modifiedBy,modifiedAtGMT,FeatureID,FeatureType,FeatureAuthor,FeatureTimestamp,OverviewPhotos,Latitude,Longitude,Northing,Easting,Accuracy,Description,PhotoOfSketch,Comments,Interpretation,Material,AsociatedMaterialNotes,DetailPhotos,IDsOfPicturesFromExternalCamera,ExternalPhotoNotes,geospatialcolumn,Artefact Functional type,Tags,RevisedFeatureType,x-ref,Notes
1000111663388787819,7006 {Artefact_scatter},Jessika Odenthal,2022-09-17 04:26:45.316 GMT,Jessika Odenthal,2022-09-17 04:26:45 GMT,7006,Artefact scatter,Jessika Odenthal,2022-09-17 14:26:27+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7006_Artefact_scatter__1.jpg''}}",-33.73585167,150.2689367,6263590.901,246872.4589,1.6,"Light green glass with wide lip with folded single collar. Pickle chutney jar or bottle. Post 1840. 

Stoneware fragment of Bristal stoneware ?stout bottle. Post 1835.",,,,,,,,,POINT(246872.458793 6263590.900448),Bottle | Food service | Food storage,Artefact | Food | Alcohol,,7005 | 7006,"Close proximity, likely associated."
1000011663392082444,8006 {Other},Penny Crook,2022-09-17 05:21:36.042 GMT,Penny Crook,2022-09-17 05:21:36 GMT,8006,"Other,water race (narrow point)",Penny Crook,2022-09-17 15:21:22+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8006_Other__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8006_Other__2.jpg''}}",-33.733535,150.267695,6263844.821,246750.5782,1.5,water race estimate 20cm deep,water race leading to lake ,,,,,,8919 to 8920,my canon,POINT(246750.578037 6263844.82074),,Work | Industrial,Water race,,
1000011663461884603,8007 {Artefact_scatter},Penny Crook,2022-09-18 00:44:48.635 GMT,Penny Crook,2022-09-18 00:57:36 GMT,8007,Artefact scatter,Penny Crook,2022-09-18 10:44:44+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8007_Artefact_scatter__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8007_Artefact_scatter__2.jpg''}}",-33.73740333,150.265135,6263409.445,246524.7114,1.9,small scatter of mid to late 19th century glass andnceramics ,highly decorative glass ,,,Ceramic - Glass,"rim of a bone china plate, fragments of plain white urban ware. small frag,ment of purple pressed glass with diamond diaper, 6 fragments of  thick walled bright blue moulded glass with white mottling. (Murano style)",,8921,,POINT(246524.711208 6263409.445258),Food service,Artefact | Food,Artefact,,
1000011663465220142,8008 {Hearth},Penny Crook,2022-09-18 01:40:40.644 GMT,Penny Crook,2022-09-18 01:59:29 GMT,8008,Hearth,Amelia Berthold (Erroneous login under Penny Crook),2022-09-18 11:40:20+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8008_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8008_Hearth__2.jpg''}}",-33.73712333,150.26572,6263441.942,246578.1006,1.7,Southwest facing disturbed hearth with rubble sandstone possible interior hearth space of 0.67m. Semi circular rubble fall to the north east.,,,,Ceramic - Glass,"Base of thick walled clear perfume bottle, molten on one face. Single collar rim nearby. base of white Ironstone saucer/plate on top, ?floral sprig.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8008_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8008_Hearth__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8008_Hearth__3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8008_Hearth__4.jpg''}}",8922 - 8928 ,,POINT(246578.100438 6263441.941732),Bottle,Hut | Artefact | Food | Women,Hearth | Artefact,,
1000081663466493234,8009 {Hearth},Amelia Berthold,2022-09-18 02:01:46.872 GMT,Amelia Berthold,2022-09-18 02:01:46 GMT,8009,Hearth,Amelia Berthold,2022-09-18 12:01:33+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8009_Hearth__1.jpg''}}",-33.73717,150.26577,6263436.888,246582.8715,1.5,"South west facing hearth 8-9 meters north east of Hearth 8008 
rubble sandstone likely semi-circular face on the north side. ",,,,,,,8929,,POINT(246582.871358 6263436.888271),,Hut,Hearth,,
1000081663468652062,8010 {Other},Amelia Berthold,2022-09-18 02:38:44.099 GMT,Amelia Berthold,2022-09-18 02:56:01 GMT,8010,"Other,Pit ",Amelia Berthold,2022-09-18 12:37:31+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8010_Other__1.jpg''}}",-33.73741167,150.26597,6263410.574,246602.1169,1.6,depression approximate 2.4 by  2.1 Northwest of Ashlar structure with multiple artefacts scattered ,possible privy pit,,,Ceramic - Glass,"mid to late 19th century ceramic and glass. including light green bottle base with A C ? co. // 559.
body shard with ... EA &P... along side lea and perrins 
unmarked moulded base with small mamelon 
  refined white ware sponge print green and mulberry  ?bowl 
small fragments white ubranware 
small frga of bone China teacup with single green line done Handel ","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8010_Other__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8010_Other__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8010_Other__3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8010_Other__4.jpg''}, ''5'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8010_Other__5.jpg''}}",8930 to 8937,,POINT(246602.116806 6263410.573684),Bottle | Food service,Pit | Waste | Food,Depression,,
1000111663472777420,8011 {Rectangular},Jessika Odenthal,2022-09-18 03:52:00.476 GMT,Jessika Odenthal,2022-09-18 04:36:36 GMT,8011,"Rectangular,Building ",Jessika Odenthal,2022-09-18 13:46:17+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8011_Rectangular__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8011_Rectangular__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8011_Rectangular__3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8011_Rectangular__4.jpg''}}",-33.73748833,150.2660467,6263402.258,246609.4474,1.5,North West facing hearth constructed from large slabs of dressed sandstone. Average size of slabs is at least .6m to .8m. Average thickness .15m. At least three courses in situ stonework. Steel in situ at South East end. Indistinct platform extends 6.1m to North West and is at least 3-4m in width estimate. Four pieces of roughly dressed sandstone arranged on the North Eastern side of platform potentially serving as entry threshold. Possible post pole in the Northern corner evidenced by several sandstone pieces and a possible depression. Artefacts scattered across platform and down slope to North East.,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/PhotoOfSketch/8011_Rectangular__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/PhotoOfSketch/8011_Rectangular__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/PhotoOfSketch/8011_Rectangular__3.jpg''}}",,Ceramic - Glass - Metal - Stone,"Multiple artefacts strewn across platform and hearth. 

Windows glass to the east of threshold (in situ?). 

Single piece of European porcelain with Bisque base glazed interior possibly base of ?milk jug. Made in \ Germ[any]. Purple cable small plate. Thick brown aesthetic ?bowl. Fragment of mulberry transfer printed handle. Pink lined bone China saucer. Blue-grey aesthetic style urban wear tea saucer. Thre fragments of and edge of base mark on the bottom. 

Purple crest base shard with diamond flutes (decanter?) pre 1914. Several unmarked olive green glass around site. Light green glass , 6 fragments from probable soda (or wine) bottle unmarked partially melted. 

Small wired drawn metal loop and bar with perforation wedged within stone.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8011_Rectangular__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8011_Rectangular__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8011_Rectangular__3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8011_Rectangular__4.jpg''}, ''5'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8011_Rectangular__5.jpg''}, ''6'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8011_Rectangular__6.jpg''}, ''7'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8011_Rectangular__7.jpg''}, ''8'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8011_Rectangular__8.jpg''}}",8938-8955,,POINT(246609.447211 6263402.258092),Building material | Food service | Bottle | Mechanical,Artefact | Food | Alcohol | Building material | Industrial | Import,Structure | Artefact,8011 | 8012,"Likely associated due to close proximity (ca. 2-3m). Perhaps commercial, community, or industrial structure?"
1000111663476182232,8012 {Rectangular},Jessika Odenthal,2022-09-18 04:43:06.531 GMT,Jessika Odenthal,2022-09-18 04:44:46 GMT,8012,"Rectangular,Hearth and platform ",Jessika Odenthal,2022-09-18 14:43:02+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8012_Rectangular__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/8012_Rectangular__2.jpg''}}",-33.73751,150.266045,6263399.851,246609.3566,1.5,North West facing hearth constructed of unmodified sandstone rubble. Remnant in situ stones on North Eastern and south eastern and partially south western sides. Indistinct level platform extends at least 2-3m Northwest. ,Hearth and probable platform for canvas tent adjacent to 8011.,,,Ceramic - Glass - Metal,"Pair of Ferris t-section lengths of rail line. One 0.9m the other 1.2 parallel and distance between is 1.6m. 

Small piece of undecorated bone China saucer. 

Several fragments of olive green bottle glass moulded. No makers mark.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8012_Rectangular__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/8012_Rectangular__2.jpg''}}",8956-8960,,POINT(246609.356502 6263399.85068),Mechanical | Food service | Bottle,Artefact | Food | ,Structure | Artefact,8011 | 8012,"Likely associated due to close proximity (ca. 2-3m). Perhaps commercial, community, or industrial structure?"
1000111663546069631,7008 {Isolated_find},Jessika Odenthal,2022-09-19 00:07:53.944 GMT,Jessika Odenthal,2022-09-19 00:16:43 GMT,7008,Isolated find,Jessika Odenthal,2022-09-19 10:07:49+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7008_Isolated_find__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7008_Isolated_find__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7008_Isolated_find__3.jpg''}}",-33.73752667,150.26518,6263395.876,246529.2446,1.8,Cream ceramic lid with crackled glaze. Probably earthenware. With L-shaped hearth to north east estimate 8m.,,,,Ceramic,Small piece maybe from same piece estimate 4m nearby.,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/7008_Isolated_find__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/7008_Isolated_find__2.jpg''}}",8961-8964,,POINT(246529.244413 6263395.875487),,Artefact,Artefact,,
1000111663546896565,7009 {Artefact_scatter},Jessika Odenthal,2022-09-19 00:21:47.244 GMT,Jessika Odenthal,2022-09-19 00:21:47 GMT,7009,Artefact scatter,Jessika Odenthal,2022-09-19 10:21:36+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7009_Artefact_scatter__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7009_Artefact_scatter__2.jpg''}}",-33.73747,150.2656917,6263403.419,246576.4949,1.4,Light green glass melted from fire including a rim and neck and panelled pieces. One 4cm flattened profile. At least 15 pieces of likely the same bottle. Similar artefact scatters nearby.,,,,,,,8965-8967,,POINT(246576.494759 6263403.419029),Bottle,Artefact,Artefact,,
1000111663547448946,7010 {Artefact_scatter},Jessika Odenthal,2022-09-19 00:30:59.972 GMT,Jessika Odenthal,2022-09-19 00:30:59 GMT,7010,Artefact scatter,Jessika Odenthal,2022-09-19 10:30:48+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7010_Artefact_scatter__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7010_Artefact_scatter__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7010_Artefact_scatter__3.jpg''}}",-33.73760833,150.2659683,6263388.755,246602.5411,1.3,Glass some dark olive green and some lighter green. In particular a rim and neck of a pickle jar. Two pieces provide the full diameter. More olive glass found estimate 6m nearby south east.,,,,,,,8968-8973,,POINT(246602.540971 6263388.754876),Food storage,Artefact | Food,Artefact,,
1000111663548431897,7011 {Hearth},Jessika Odenthal,2022-09-19 00:47:19.814 GMT,Jessika Odenthal,2022-09-19 01:19:12 GMT,7011,Hearth,Jessika Odenthal,2022-09-19 10:47:11+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7011_Hearth__1.jpg''}}",-33.73796333,150.2657433,6263348.825,246582.7345,1.5,"South-east facing hearth constructed of tabular sandstone partially dressed. In situ sandstone slabs set upright around the hearth margins to formate three walls of the hearth. Sandstone tumble dispersed around the west and northern sides. Significant accumulation of deposit around the hearth at least 10 cm. Excellent excavation potential!!! Platform extends for at least 6m to south-east. Feature situated on a knoll crest. This is the hut that is marked on the crown plan portion 84. Potentially have in situ natural sandstone outcropping that has been integrated into the architecture of the feature eg slab extending out on the southwestern margin of the hearth. Extent of platform currently obscured by leaflProbable south-eastern end of platform evidence by presence of several sandstone blocks assumed to have been part of buildings, footings or supports. Very good excavation potential across entire platform. Excellent potential for detail/sight survey, targeted excavation and interpretation. Occasional fragments of glass and ceramic on platform. Additional scatter recorded separately down north-east. The stones vary in length from .3 to .9 of a metre, average width .15.",,,,Ceramic - Glass - Stone,"Cluster of sandstone pieces at south-eastern end of platform.

Glass is very clear,very light green. Two pieces of a base. A rim ?Aesthetic ware
","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/7011_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/7011_Hearth__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/7011_Hearth__3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/7011_Hearth__4.jpg''}}",8974 to 8988,,POINT(246582.734381 6263348.824386),,Dwelling | Artefact,Hearth | Platform | Artefact,,
1000111663551938319,7012 {Artefact_scatter},Jessika Odenthal,2022-09-19 01:45:51.213 GMT,Jessika Odenthal,2022-09-19 01:48:20 GMT,7012,Artefact scatter,Jessika Odenthal,2022-09-19 11:45:38+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7012_Artefact_scatter__1.jpg''}}",-33.737865,150.2657417,6263359.728,246582.2907,1.5,"Many shards of glass representing several different bottles including four bases, one rim, one base nearly entire diameter with mark of the letter m, one molded purple piece. Most light green. 9 metres approximately north of feature 7011.",,,,Glass,,,8989 to 8992,,POINT(246582.290593 6263359.727646),Bottle,Artefact,Artefact,,
1000111663552647313,7013 {Hearth},Jessika Odenthal,2022-09-19 01:57:31.502 GMT,Jessika Odenthal,2022-09-19 02:12:50 GMT,7013,Hearth,Jessika Odenthal,2022-09-19 11:57:27+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7013_Hearth__1.jpg''}}",-33.73803667,150.26624,6263341.911,246628.977,1.6,"North west facing hearth constructed of partially dressed tabular sandstone and unmodified sandstone rubble ranging in size from 0.1 to 0.7 metres. There are in situ stones along the south western and south eastern sides of the hearth, the north eastern side is no longer intact. There is evidence of sandstone paving in the interior of the hearth. The platform associated with the hearth is obscured by tree fall but likely to extend at least 3 metres. There is a piece of possibly milled or sawn timbre that extends out from the southern corner of the hearth. Moderate excavation potential. ",,,,Ceramic - Glass - Stone,"Olive green glass bottle rim
Decorative piece of glass rim with soft triangular beading across the rim. Likely deformed by fire, currently looks like an octopus tentacle. Both found within the interior of the hearth.
Piece of purple banded transfer ware.","{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/7013_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/7013_Hearth__2.jpg''}}",8993 to 8995,,POINT(246628.976882 6263341.910915),Bottle,Hut | Artefact,Hearth | Platform | Artefact,,
1000111663554014349,7014 {Hearth},Jessika Odenthal,2022-09-19 02:22:16.028 GMT,Jessika Odenthal,2022-09-19 02:40:35 GMT,7014,Hearth,Jessika Odenthal,2022-09-19 12:20:14+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7014_Hearth__1.jpg''}}",-33.73742833,150.2652383,6263406.926,246534.361,1.5,"Westsouthwest facing hearth. Hearth constructed of mixture of naturally tabular sandstone pieces and dressed modified sandstone and sandstone rubble. In situ stone work on south-eastern, north-eastern, and north-western sides. Stone fall or collapse across centre of hearth and out to north-eastern and north-western sides. Stone fall is consistent with a stonework chimney but it has a height of at least a metre. A piece of corrugated iron in association that may have been part of the flu structure. Indistinct platform extends at least 3 to 4 metres south west. Possibly potentially cut into south-eastern sides to create an artificially layered platform. Additional stone feature a few metres downslope to northwest 7015. 0.53m length of corrugated iron, width is 0.31m. Glass shards found within interior.",,,,Glass - Stone,,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/7014_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/7014_Hearth__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/DetailPhotos/7014_Hearth__3.jpg''}}",8996 to 9004,,POINT(246534.360883 6263406.926271),Building material,Dwelling | Artefact,Hearth | Platform | Artefact,7014 | 7015,Close proximity (2-3m); perhaps single structure or abutting / associated structures.
1000111663555289395,7015 {Hearth},Jessika Odenthal,2022-09-19 02:41:40.596 GMT,Jessika Odenthal,2022-09-19 02:53:14 GMT,7015,Hearth,Jessika Odenthal,2022-09-19 12:41:29+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7015_Hearth__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7015_Hearth__2.jpg''}, ''3'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7015_Hearth__3.jpg''}, ''4'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7015_Hearth__4.jpg''}}",-33.73742333,150.265255,6263407.522,246535.8908,1.5,"South south-east facing hearth. Stone feature constructed of tabular sandstone and unmodified sandstone rubble. three stone that appear to be in situe forming the wester side, likely to be the wall of the hearth. a couple of larger sandstone slabs placed as paving across floor of hearth? more difuse scatter of sandstone pieces extending out around the western and northern sides of the slope. platform is partially obscured by slope wash and rockfall of feature 7014. unclear if this is a separate structure or part of a larger structural complex. approximately 4.5m north of and downslope of feature 7014.",,,,Stone,,,9005 to 9011,,POINT(246535.890701 6263407.521861),,Dwelling,Hearth | Platform,7014 | 7015,Close proximity (<5m); perhaps single structure or abutting / associated structures.
1000111663556280178,7016 {Artefact_scatter},Jessika Odenthal,2022-09-19 02:59:28.588 GMT,Jessika Odenthal,2022-09-19 03:06:32 GMT,7016,Artefact scatter,Jessika Odenthal,2022-09-19 12:58:00+10:00,"{''1'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7016_Artefact_scatter__1.jpg''}, ''2'': {''mimeType'': ''image/jpeg'', ''newFilename'': ''Feature/OverviewPhotos/7016_Artefact_scatter__2.jpg''}}",-33.73736667,150.2650983,6263413.422,246521.2055,1.4,one base of dark olive glass bottle. one almost complete base of light green ribbed pickled mustard jar with three ribs extent. one ceramic base of possible soup bowl with white crazed glaze. ,,,,Ceramic - Glass,,,9012 to 9015,,POINT(246521.205324 6263413.422252),Bottle | Food storage | Food Service,Artefact | Food,Artefact,,
